entry_index,exit_index,entry_time,exit_time,position,entry_price,exit_price,pnl,size,equity_after,exit_reason
4122,4135,2010-09-13 09:00:00,2010-09-13 23:00:00,long,4335.75,4341.25,1265.0,230,984156.25,eod
4138,4147,2010-09-14 02:00:00,2010-09-14 11:00:00,long,4340.75,4358.25,4025.0,230,985421.25,take_profit
4150,4151,2010-09-14 14:00:00,2010-09-14 15:00:00,long,4356.25,4351.0,-1202.25,229,989446.25,stop_loss
4155,4158,2010-09-14 20:00:00,2010-09-14 23:00:00,long,4347.5,4352.0,1035.0,230,988244.0,eod
4159,4164,2010-09-15 00:00:00,2010-09-15 05:00:00,long,4353.0,4346.75,-1431.25,229,989279.0,stop_loss
4165,4171,2010-09-15 06:00:00,2010-09-15 12:00:00,long,4344.5,4358.0,3105.0,230,987847.75,take_profit
4174,4181,2010-09-15 15:00:00,2010-09-15 23:00:00,long,4363.5,4360.5,-687.0,229,990952.75,eod
4183,4197,2010-09-16 01:00:00,2010-09-16 15:00:00,long,4356.75,4371.25,3320.5,229,990265.75,take_profit
4198,4204,2010-09-16 16:00:00,2010-09-16 23:00:00,long,4379.5,4386.5,1596.0,228,993586.25,eod
4206,4207,2010-09-17 01:00:00,2010-09-17 02:00:00,long,4389.0,4389.25,56.75,227,995182.25,eow
4208,4209,2010-09-17 03:00:00,2010-09-17 04:00:00,long,4393.75,4390.75,-681.0,227,995239.0,eow
4210,4211,2010-09-17 05:00:00,2010-09-17 06:00:00,long,4390.0,4385.5,-1021.5,227,994558.0,stop_loss
4212,4213,2010-09-17 07:00:00,2010-09-17 08:00:00,long,4381.0,4381.0,0.0,228,993536.5,eow
4215,4216,2010-09-17 10:00:00,2010-09-17 11:00:00,long,4377.25,4376.0,-285.0,228,993536.5,eow
4217,4218,2010-09-17 12:00:00,2010-09-17 13:00:00,long,4376.5,4378.5,456.0,228,993251.5,eow
4219,4220,2010-09-17 14:00:00,2010-09-17 15:00:00,long,4380.75,4377.25,-798.0,228,993707.5,eow
4221,4227,2010-09-17 16:00:00,2010-09-19 23:00:00,long,4377.5,4379.5,456.0,228,992909.5,eod
4228,4238,2010-09-20 00:00:00,2010-09-20 10:00:00,long,4381.0,4403.25,5073.0,228,993365.5,take_profit
4240,4250,2010-09-20 12:00:00,2010-09-20 23:00:00,long,4399.75,4406.0,1418.75,227,998438.5,eod
4252,4273,2010-09-21 01:00:00,2010-09-21 23:00:00,long,4405.25,4416.25,2497.0,227,999857.25,eod
4274,4277,2010-09-22 00:00:00,2010-09-22 03:00:00,long,4417.5,4405.25,-2768.5,226,1002354.25,stop_loss
4278,4282,2010-09-22 04:00:00,2010-09-22 08:00:00,long,4404.75,4400.25,-1021.5,227,999585.75,stop_loss
4283,4284,2010-09-22 09:00:00,2010-09-22 10:00:00,long,4412.0,4406.0,-1356.0,226,998564.25,stop_loss
4285,4296,2010-09-22 11:00:00,2010-09-22 23:00:00,long,4402.25,4411.25,2043.0,227,997208.25,eod
4297,4301,2010-09-23 00:00:00,2010-09-23 04:00:00,long,4411.5,4399.0,-2825.0,226,999251.25,stop_loss
4304,4305,2010-09-23 07:00:00,2010-09-23 08:00:00,long,4395.25,4390.75,-1021.5,227,996426.25,stop_loss
4306,4308,2010-09-23 09:00:00,2010-09-23 11:00:00,long,4402.25,4422.0,4483.25,227,995404.75,take_profit
4310,4311,2010-09-23 13:00:00,2010-09-23 14:00:00,long,4419.25,4409.5,-2203.5,226,999888.0,stop_loss
4313,4319,2010-09-23 16:00:00,2010-09-23 23:00:00,long,4407.75,4410.25,565.0,226,997684.5,eod
4320,4321,2010-09-24 00:00:00,2010-09-24 01:00:00,long,4413.75,4411.75,-452.0,226,998249.5,eow
4322,4323,2010-09-24 02:00:00,2010-09-24 03:00:00,long,4410.75,4411.5,169.5,226,997797.5,eow
4324,4325,2010-09-24 04:00:00,2010-09-24 05:00:00,long,4415.25,4417.25,452.0,226,997967.0,eow
4327,4328,2010-09-24 07:00:00,2010-09-24 08:00:00,long,4418.0,4429.5,2599.0,226,998419.0,eow
4330,4331,2010-09-24 10:00:00,2010-09-24 11:00:00,long,4440.5,4443.75,731.25,225,1001018.0,eow
4334,4335,2010-09-24 14:00:00,2010-09-24 15:00:00,long,4443.0,4446.0,675.0,225,1001749.25,eow
4368,4375,2010-09-28 02:00:00,2010-09-28 09:00:00,long,4432.75,4418.25,-3262.5,225,1002424.25,stop_loss
4376,4388,2010-09-28 10:00:00,2010-09-28 23:00:00,long,4428.25,4438.5,2306.25,225,999161.75,eod
4414,4421,2010-09-30 02:00:00,2010-09-30 09:00:00,long,4429.75,4443.25,3037.5,225,1001468.0,take_profit
4424,4434,2010-09-30 12:00:00,2010-09-30 23:00:00,long,4422.0,4425.0,678.0,226,1004505.5,eod
4435,4436,2010-10-01 00:00:00,2010-10-01 01:00:00,long,4425.75,4425.75,0.0,225,1005183.5,eow
4437,4438,2010-10-01 02:00:00,2010-10-01 03:00:00,long,4426.25,4430.75,1012.5,225,1005183.5,eow
4440,4441,2010-10-01 05:00:00,2010-10-01 06:00:00,long,4433.5,4429.75,-843.75,225,1006196.0,eow
4442,4443,2010-10-01 07:00:00,2010-10-01 08:00:00,long,4434.75,4436.0,281.25,225,1005352.25,eow
4444,4445,2010-10-01 09:00:00,2010-10-01 10:00:00,long,4436.75,4416.5,-4556.25,225,1005633.5,stop_loss
4446,4447,2010-10-01 11:00:00,2010-10-01 12:00:00,long,4420.75,4420.0,-169.5,226,1001077.25,eow
4448,4449,2010-10-01 13:00:00,2010-10-01 14:00:00,long,4418.5,4421.25,621.5,226,1000907.75,eow
4458,4461,2010-10-04 00:00:00,2010-10-04 03:00:00,long,4418.25,4409.25,-2034.0,226,1001529.25,stop_loss
4462,4469,2010-10-04 04:00:00,2010-10-04 11:00:00,long,4408.25,4390.5,-4011.5,226,999495.25,stop_loss
4470,4480,2010-10-04 12:00:00,2010-10-04 23:00:00,long,4391.75,4401.25,2156.5,227,995483.75,eod
4481,4489,2010-10-05 00:00:00,2010-10-05 08:00:00,long,4405.5,4422.0,3729.0,226,997640.25,take_profit
4491,4503,2010-10-05 10:00:00,2010-10-05 23:00:00,long,4439.0,4446.75,1743.75,225,1001369.25,eod
4527,4535,2010-10-07 00:00:00,2010-10-07 08:00:00,long,4428.5,4442.25,3093.75,225,1003113.0,take_profit
4537,4539,2010-10-07 10:00:00,2010-10-07 12:00:00,long,4435.25,4424.0,-2531.25,225,1006206.75,stop_loss
4540,4549,2010-10-07 13:00:00,2010-10-07 23:00:00,long,4431.5,4443.5,2700.0,225,1003675.5,eod
4552,4553,2010-10-08 02:00:00,2010-10-08 03:00:00,long,4435.0,4436.0,225.0,225,1006375.5,eow
4555,4556,2010-10-08 05:00:00,2010-10-08 06:00:00,long,4432.75,4431.75,-225.0,225,1006600.5,eow
4557,4558,2010-10-08 07:00:00,2010-10-08 08:00:00,long,4431.25,4429.75,-337.5,225,1006375.5,eow
4561,4562,2010-10-08 11:00:00,2010-10-08 12:00:00,long,4448.75,4450.5,392.0,224,1006038.0,eow
4564,4565,2010-10-08 14:00:00,2010-10-08 15:00:00,long,4448.25,4449.0,168.0,224,1006430.0,eow
4575,4593,2010-10-11 02:00:00,2010-10-11 21:00:00,long,4447.75,4442.0,-1288.0,224,1006598.0,stop_loss
4594,4595,2010-10-11 22:00:00,2010-10-11 23:00:00,long,4443.25,4437.0,-1406.25,225,1005310.0,stop_loss
4596,4606,2010-10-12 00:00:00,2010-10-12 10:00:00,long,4437.5,4456.5,4275.0,225,1003903.75,take_profit
4608,4618,2010-10-12 12:00:00,2010-10-12 23:00:00,long,4455.0,4464.0,2016.0,224,1008178.75,eod
4619,4624,2010-10-13 00:00:00,2010-10-13 05:00:00,long,4466.25,4479.75,3010.5,223,1010194.75,take_profit
4626,4641,2010-10-13 07:00:00,2010-10-13 23:00:00,long,4478.75,4487.25,1895.5,223,1013205.25,eod
4642,4651,2010-10-14 00:00:00,2010-10-14 09:00:00,long,4488.0,4475.25,-2830.5,222,1015100.75,stop_loss
4652,4653,2010-10-14 10:00:00,2010-10-14 11:00:00,long,4484.0,4476.5,-1672.5,223,1012270.25,stop_loss
4654,4656,2010-10-14 12:00:00,2010-10-14 14:00:00,long,4476.75,4468.25,-1895.5,223,1010597.75,stop_loss
4657,4658,2010-10-14 15:00:00,2010-10-14 16:00:00,long,4477.0,4496.25,4292.75,223,1008702.25,take_profit
4662,4664,2010-10-14 21:00:00,2010-10-14 23:00:00,long,4491.75,4495.0,721.5,222,1012995.0,eod
4666,4667,2010-10-15 01:00:00,2010-10-15 02:00:00,long,4494.75,4497.0,499.5,222,1013716.5,eow
4669,4670,2010-10-15 04:00:00,2010-10-15 05:00:00,long,4493.0,4490.75,-499.5,222,1014216.0,eow
4671,4672,2010-10-15 06:00:00,2010-10-15 07:00:00,long,4489.0,4490.0,222.0,222,1013716.5,eow
4673,4674,2010-10-15 08:00:00,2010-10-15 09:00:00,long,4496.75,4495.0,-388.5,222,1013938.5,eow
4676,4677,2010-10-15 11:00:00,2010-10-15 12:00:00,long,4502.0,4504.5,555.0,222,1013550.0,eow
4679,4680,2010-10-15 14:00:00,2010-10-15 15:00:00,long,4510.0,4520.5,2320.5,221,1014105.0,eow
4690,4703,2010-10-18 02:00:00,2010-10-18 15:00:00,long,4512.5,4527.5,3315.0,221,1016425.5,take_profit
4706,4710,2010-10-18 19:00:00,2010-10-18 23:00:00,long,4490.75,4491.0,55.5,222,1019740.5,eod
4711,4720,2010-10-19 00:00:00,2010-10-19 09:00:00,long,4491.75,4484.25,-1665.0,222,1019796.0,stop_loss
4721,4724,2010-10-19 10:00:00,2010-10-19 13:00:00,long,4503.0,4493.25,-2164.5,222,1018131.0,stop_loss
4726,4729,2010-10-19 15:00:00,2010-10-19 19:00:00,long,4493.25,4488.25,-1110.0,222,1015966.5,stop_loss
4730,4733,2010-10-19 20:00:00,2010-10-19 23:00:00,long,4490.25,4500.75,2331.0,222,1014856.5,eod
4736,4745,2010-10-20 02:00:00,2010-10-20 11:00:00,long,4499.0,4516.75,3940.5,222,1017187.5,take_profit
4748,4749,2010-10-20 14:00:00,2010-10-20 15:00:00,long,4516.75,4507.75,-1989.0,221,1021128.0,stop_loss
4750,4755,2010-10-20 16:00:00,2010-10-20 22:00:00,long,4514.25,4509.0,-1160.25,221,1019139.0,stop_loss
4758,4764,2010-10-21 01:00:00,2010-10-21 07:00:00,long,4511.0,4524.75,3038.75,221,1017978.75,take_profit
4766,4768,2010-10-21 09:00:00,2010-10-21 11:00:00,long,4524.75,4517.5,-1602.25,221,1021017.5,stop_loss
4770,4772,2010-10-21 13:00:00,2010-10-21 15:00:00,long,4495.5,4512.0,3663.0,222,1019415.25,take_profit
4774,4779,2010-10-21 18:00:00,2010-10-21 23:00:00,long,4506.5,4509.0,552.5,221,1023078.25,eod
4780,4781,2010-10-22 00:00:00,2010-10-22 01:00:00,long,4510.75,4512.0,276.25,221,1023630.75,eow
4783,4784,2010-10-22 03:00:00,2010-10-22 04:00:00,long,4505.75,4503.75,-442.0,221,1023907.0,eow
4785,4786,2010-10-22 05:00:00,2010-10-22 06:00:00,long,4505.0,4508.25,718.25,221,1023465.0,eow
4787,4788,2010-10-22 07:00:00,2010-10-22 08:00:00,long,4513.0,4516.0,663.0,221,1024183.25,eow
4789,4790,2010-10-22 09:00:00,2010-10-22 10:00:00,long,4516.25,4521.25,1105.0,221,1024846.25,eow
4792,4793,2010-10-22 12:00:00,2010-10-22 13:00:00,long,4525.5,4522.5,-660.0,220,1025951.25,eow
4794,4795,2010-10-22 14:00:00,2010-10-22 15:00:00,long,4525.25,4526.5,275.0,220,1025291.25,eow
4827,4834,2010-10-26 01:00:00,2010-10-26 08:00:00,long,4534.25,4526.5,-1705.0,220,1025566.25,stop_loss
4836,4848,2010-10-26 10:00:00,2010-10-26 23:00:00,long,4538.0,4537.0,-220.0,220,1023861.25,eod
4849,4867,2010-10-27 00:00:00,2010-10-27 19:00:00,long,4535.75,4549.75,3080.0,220,1023641.25,take_profit
4870,4871,2010-10-27 22:00:00,2010-10-27 23:00:00,long,4549.5,4550.0,109.5,219,1026721.25,eod
4873,4882,2010-10-28 01:00:00,2010-10-28 10:00:00,long,4550.25,4542.5,-1697.25,219,1026830.75,stop_loss
4883,4888,2010-10-28 11:00:00,2010-10-28 16:00:00,long,4541.25,4555.5,3135.0,220,1025133.5,take_profit
4890,4891,2010-10-28 19:00:00,2010-10-28 20:00:00,long,4554.75,4547.0,-1697.25,219,1028268.5,stop_loss
4893,4894,2010-10-28 22:00:00,2010-10-28 23:00:00,long,4543.75,4545.75,440.0,220,1026571.25,eod
4943,4950,2010-11-02 02:00:00,2010-11-02 09:00:00,long,4557.5,4571.25,3011.25,219,1027011.25,take_profit
4952,4963,2010-11-02 11:00:00,2010-11-02 23:00:00,long,4569.75,4577.25,1635.0,218,1030022.5,eod
4964,4973,2010-11-03 00:00:00,2010-11-03 09:00:00,long,4576.75,4572.0,-1035.5,218,1031657.5,stop_loss
4974,4980,2010-11-03 10:00:00,2010-11-03 16:00:00,long,4568.5,4590.75,4850.5,218,1030622.0,take_profit
4982,4986,2010-11-03 19:00:00,2010-11-03 23:00:00,long,4589.75,4589.75,0.0,217,1035472.5,eod
4987,4994,2010-11-04 00:00:00,2010-11-04 07:00:00,long,4589.5,4604.5,3255.0,217,1035472.5,take_profit
4995,5009,2010-11-04 08:00:00,2010-11-04 23:00:00,long,4608.5,4605.25,-702.0,216,1038727.5,eod
5057,5071,2010-11-09 01:00:00,2010-11-09 15:00:00,long,4605.5,4598.75,-1464.75,217,1038025.5,stop_loss
5072,5078,2010-11-09 16:00:00,2010-11-09 23:00:00,long,4599.75,4600.0,54.25,217,1036560.75,eod
5082,5088,2010-11-10 03:00:00,2010-11-10 09:00:00,long,4603.0,4591.0,-2604.0,217,1036615.0,stop_loss
5090,5095,2010-11-10 11:00:00,2010-11-10 16:00:00,long,4604.5,4593.25,-2441.25,217,1034011.0,stop_loss
5096,5101,2010-11-10 18:00:00,2010-11-10 23:00:00,long,4583.25,4585.75,545.0,218,1031569.75,eod
5102,5109,2010-11-11 00:00:00,2010-11-11 07:00:00,long,4586.5,4579.25,-1580.5,218,1032114.75,stop_loss
5110,5114,2010-11-11 08:00:00,2010-11-11 12:00:00,long,4576.75,4591.25,3161.0,218,1030534.25,take_profit
5115,5121,2010-11-11 13:00:00,2010-11-11 20:00:00,long,4597.75,4589.0,-1898.75,217,1033695.25,stop_loss
5124,5125,2010-11-11 23:00:00,2010-11-12 00:00:00,long,4585.25,4578.0,-1580.5,218,1031796.5,stop_loss
5126,5127,2010-11-12 01:00:00,2010-11-12 02:00:00,long,4576.5,4574.75,-381.5,218,1030216.0,eow
5128,5129,2010-11-12 03:00:00,2010-11-12 04:00:00,long,4573.5,4576.75,708.5,218,1029834.5,eow
5130,5131,2010-11-12 05:00:00,2010-11-12 06:00:00,long,4584.5,4584.0,-109.0,218,1030543.0,eow
5132,5133,2010-11-12 07:00:00,2010-11-12 08:00:00,long,4583.25,4585.25,436.0,218,1030434.0,eow
5134,5135,2010-11-12 09:00:00,2010-11-12 10:00:00,long,4591.75,4570.75,-4557.0,217,1030870.0,stop_loss
5136,5137,2010-11-12 11:00:00,2010-11-12 12:00:00,long,4568.25,4551.0,-3760.5,218,1026313.0,stop_loss
5138,5139,2010-11-12 13:00:00,2010-11-12 14:00:00,long,4553.5,4563.5,2190.0,219,1022552.5,eow
5149,5151,2010-11-15 01:00:00,2010-11-15 03:00:00,long,4565.25,4559.75,-1204.5,219,1024742.5,stop_loss
5152,5157,2010-11-15 04:00:00,2010-11-15 09:00:00,long,4566.0,4560.25,-1259.25,219,1023538.0,stop_loss
5159,5163,2010-11-15 11:00:00,2010-11-15 15:00:00,long,4566.25,4553.0,-2888.5,218,1022278.75,stop_loss
5164,5166,2010-11-15 16:00:00,2010-11-15 19:00:00,long,4550.0,4542.75,-1587.75,219,1019390.25,stop_loss
5167,5170,2010-11-15 20:00:00,2010-11-15 23:00:00,long,4541.5,4545.0,770.0,220,1017802.5,eod
5173,5174,2010-11-16 02:00:00,2010-11-16 03:00:00,long,4541.75,4537.0,-1045.0,220,1018572.5,stop_loss
5175,5182,2010-11-16 04:00:00,2010-11-16 11:00:00,long,4536.5,4518.5,-3960.0,220,1017527.5,stop_loss
5183,5186,2010-11-16 12:00:00,2010-11-16 15:00:00,long,4522.0,4517.25,-1049.75,221,1013567.5,stop_loss
5187,5193,2010-11-16 16:00:00,2010-11-16 23:00:00,long,4519.75,4524.5,1049.75,221,1012517.75,eod
5195,5196,2010-11-17 01:00:00,2010-11-17 02:00:00,long,4522.0,4515.75,-1381.25,221,1013567.5,stop_loss
5197,5215,2010-11-17 03:00:00,2010-11-17 22:00:00,long,4520.5,4536.0,3425.5,221,1012186.25,take_profit
5217,5227,2010-11-18 00:00:00,2010-11-18 10:00:00,long,4538.75,4566.25,6050.0,220,1015611.75,take_profit
5229,5231,2010-11-18 12:00:00,2010-11-18 14:00:00,long,4569.5,4564.5,-1090.0,218,1021661.75,stop_loss
5232,5239,2010-11-18 15:00:00,2010-11-18 23:00:00,long,4556.75,4555.0,-383.25,219,1020571.75,eod
5263,5269,2010-11-22 00:00:00,2010-11-22 06:00:00,long,4570.25,4563.75,-1417.0,218,1020188.5,stop_loss
5272,5273,2010-11-22 09:00:00,2010-11-22 10:00:00,long,4572.75,4559.25,-2943.0,218,1018771.5,stop_loss
5274,5275,2010-11-22 11:00:00,2010-11-22 12:00:00,long,4564.0,4550.0,-3066.0,219,1015828.5,stop_loss
5276,5278,2010-11-22 13:00:00,2010-11-22 15:00:00,long,4558.0,4576.25,3996.75,219,1012762.5,take_profit
5286,5287,2010-11-23 00:00:00,2010-11-23 01:00:00,long,4573.75,4567.0,-1471.5,218,1016759.25,stop_loss
5288,5293,2010-11-23 02:00:00,2010-11-23 07:00:00,long,4566.75,4557.5,-2016.5,218,1015287.75,stop_loss
5294,5295,2010-11-23 08:00:00,2010-11-23 09:00:00,long,4559.75,4543.0,-3668.25,219,1013271.25,stop_loss
5296,5297,2010-11-23 10:00:00,2010-11-23 11:00:00,long,4547.25,4535.0,-2682.75,219,1009603.0,stop_loss
5298,5308,2010-11-23 12:00:00,2010-11-23 23:00:00,long,4539.0,4552.25,2915.0,220,1006920.25,eod
5310,5312,2010-11-24 01:00:00,2010-11-24 03:00:00,long,4549.25,4540.5,-1916.25,219,1009835.25,stop_loss
5313,5317,2010-11-24 04:00:00,2010-11-24 08:00:00,long,4540.5,4561.0,4510.0,220,1007919.0,take_profit
5319,5328,2010-11-24 10:00:00,2010-11-24 20:00:00,long,4586.25,4580.0,-1362.5,218,1012429.0,stop_loss
5329,5331,2010-11-24 21:00:00,2010-11-24 23:00:00,long,4581.25,4582.25,218.0,218,1011066.5,eod
5351,5352,2010-11-26 01:00:00,2010-11-26 02:00:00,long,4574.75,4576.75,436.0,218,1011284.5,eow
5355,5356,2010-11-26 05:00:00,2010-11-26 06:00:00,long,4565.5,4563.5,-438.0,219,1011720.5,eow
5357,5358,2010-11-26 07:00:00,2010-11-26 08:00:00,long,4566.25,4568.5,490.5,218,1011282.5,eow
5359,5360,2010-11-26 09:00:00,2010-11-26 10:00:00,long,4580.0,4578.0,-436.0,218,1011773.0,eow
5370,5375,2010-11-29 00:00:00,2010-11-29 05:00:00,long,4580.0,4572.25,-1689.5,218,1011337.0,stop_loss
5376,5377,2010-11-29 06:00:00,2010-11-29 07:00:00,long,4574.0,4565.25,-1907.5,218,1009647.5,stop_loss
5378,5379,2010-11-29 08:00:00,2010-11-29 09:00:00,long,4567.5,4549.75,-3869.5,218,1007740.0,stop_loss
5380,5384,2010-11-29 10:00:00,2010-11-29 14:00:00,long,4548.75,4568.5,4325.25,219,1003870.5,take_profit
5388,5390,2010-11-29 19:00:00,2010-11-29 21:00:00,long,4571.5,4566.5,-1090.0,218,1008195.75,stop_loss
5392,5400,2010-11-29 23:00:00,2010-11-30 07:00:00,long,4562.5,4552.75,-2135.25,219,1007105.75,stop_loss
5401,5408,2010-11-30 08:00:00,2010-11-30 15:00:00,long,4547.5,4542.25,-1149.75,219,1004970.5,stop_loss
5411,5415,2010-11-30 19:00:00,2010-11-30 23:00:00,long,4538.5,4543.25,1045.0,220,1003820.75,eod
5416,5422,2010-12-01 00:00:00,2010-12-01 06:00:00,long,4548.25,4563.25,3285.0,219,1004865.75,take_profit
5424,5425,2010-12-01 08:00:00,2010-12-01 09:00:00,long,4573.0,4591.0,3924.0,218,1008150.75,take_profit
5427,5431,2010-12-01 11:00:00,2010-12-01 15:00:00,long,4596.5,4587.5,-1953.0,217,1012074.75,stop_loss
5433,5438,2010-12-01 18:00:00,2010-12-01 23:00:00,long,4587.25,4584.0,-705.25,217,1010121.75,eod
5439,5449,2010-12-02 00:00:00,2010-12-02 10:00:00,long,4586.25,4601.25,3270.0,218,1009416.5,take_profit
5452,5461,2010-12-02 13:00:00,2010-12-02 23:00:00,long,4608.0,4611.25,705.25,217,1012686.5,eod
5464,5465,2010-12-03 02:00:00,2010-12-03 03:00:00,long,4610.75,4611.5,162.0,216,1013391.75,eow
5466,5467,2010-12-03 04:00:00,2010-12-03 05:00:00,long,4615.5,4613.5,-432.0,216,1013553.75,eow
5468,5469,2010-12-03 06:00:00,2010-12-03 07:00:00,long,4615.0,4615.75,162.0,216,1013121.75,eow
5470,5471,2010-12-03 08:00:00,2010-12-03 09:00:00,long,4596.0,4609.5,2929.5,217,1013283.75,eow
5474,5475,2010-12-03 12:00:00,2010-12-03 13:00:00,long,4610.0,4611.5,324.0,216,1016213.25,eow
5477,5478,2010-12-03 15:00:00,2010-12-03 16:00:00,long,4616.0,4613.5,-540.0,216,1016537.25,eod
5509,5513,2010-12-07 01:00:00,2010-12-07 05:00:00,long,4620.25,4636.5,3510.0,216,1015997.25,take_profit
5515,5518,2010-12-07 07:00:00,2010-12-07 10:00:00,long,4635.25,4629.25,-1290.0,215,1019507.25,stop_loss
5519,5523,2010-12-07 11:00:00,2010-12-07 15:00:00,long,4627.5,4615.5,-2592.0,216,1018217.25,stop_loss
5525,5530,2010-12-07 18:00:00,2010-12-07 23:00:00,long,4614.0,4610.5,-756.0,216,1015625.25,eod
5531,5545,2010-12-08 00:00:00,2010-12-08 14:00:00,long,4608.75,4623.25,3132.0,216,1014869.25,take_profit
5548,5553,2010-12-08 18:00:00,2010-12-08 23:00:00,long,4631.25,4633.25,430.0,215,1018001.25,eod
5646,5647,2010-12-15 00:00:00,2010-12-15 01:00:00,long,4639.25,4633.5,-1236.25,215,1018431.25,stop_loss
5648,5660,2010-12-15 02:00:00,2010-12-15 14:00:00,long,4633.75,4624.0,-2096.25,215,1017195.0,stop_loss
5661,5668,2010-12-15 15:00:00,2010-12-15 23:00:00,long,4628.0,4628.0,0.0,216,1015098.75,eod
5670,5678,2010-12-16 01:00:00,2010-12-16 09:00:00,long,4629.5,4624.75,-1026.0,216,1015098.75,stop_loss
5679,5691,2010-12-16 10:00:00,2010-12-16 23:00:00,long,4635.5,4645.75,2203.75,215,1014072.75,eod
5716,5722,2010-12-20 01:00:00,2010-12-20 07:00:00,long,4635.25,4649.25,3010.0,215,1016276.5,take_profit
5724,5725,2010-12-20 09:00:00,2010-12-20 10:00:00,long,4645.25,4634.75,-2257.5,215,1019286.5,stop_loss
5726,5737,2010-12-20 11:00:00,2010-12-20 23:00:00,long,4642.5,4653.5,2365.0,215,1017029.0,eod
5807,5810,2010-12-27 00:00:00,2010-12-27 03:00:00,long,4654.75,4649.5,-1123.5,214,1019394.0,stop_loss
5811,5816,2010-12-27 04:00:00,2010-12-27 09:00:00,long,4649.5,4635.0,-3117.5,215,1018270.5,stop_loss
5817,5820,2010-12-27 10:00:00,2010-12-27 13:00:00,long,4640.0,4659.25,4138.75,215,1015153.0,take_profit
5822,5829,2010-12-27 15:00:00,2010-12-27 23:00:00,long,4656.5,4660.0,749.0,214,1019291.75,eod
5923,5931,2011-01-03 01:00:00,2011-01-03 09:00:00,long,4655.25,4680.5,5403.5,214,1020040.75,take_profit
5936,5944,2011-01-03 14:00:00,2011-01-03 23:00:00,long,4680.75,4680.25,-106.5,213,1025444.25,eod
5946,5956,2011-01-04 01:00:00,2011-01-04 11:00:00,long,4676.25,4668.5,-1650.75,213,1025337.75,stop_loss
5957,5967,2011-01-04 12:00:00,2011-01-04 23:00:00,long,4668.5,4666.75,-374.5,214,1023687.0,eod
5968,5971,2011-01-05 00:00:00,2011-01-05 03:00:00,long,4668.5,4661.5,-1498.0,214,1023312.5,stop_loss
5972,5978,2011-01-05 04:00:00,2011-01-05 10:00:00,long,4662.75,4684.75,4708.0,214,1021814.5,take_profit
5983,5990,2011-01-05 15:00:00,2011-01-05 23:00:00,long,4696.5,4696.5,0.0,212,1026522.5,eod
6017,6018,2011-01-07 03:00:00,2011-01-07 04:00:00,long,4699.5,4701.5,424.0,212,1026522.5,eow
6020,6021,2011-01-07 06:00:00,2011-01-07 07:00:00,long,4704.25,4704.25,0.0,212,1026946.5,eow
6022,6023,2011-01-07 08:00:00,2011-01-07 09:00:00,long,4704.75,4700.25,-954.0,212,1026946.5,eow
6024,6025,2011-01-07 10:00:00,2011-01-07 11:00:00,long,4700.75,4699.0,-371.0,212,1025992.5,eow
6027,6028,2011-01-07 13:00:00,2011-01-07 14:00:00,long,4692.25,4696.25,852.0,213,1025621.5,eow
6029,6030,2011-01-07 15:00:00,2011-01-07 16:00:00,long,4701.75,4699.75,-424.0,212,1026473.5,eod
6038,6040,2011-01-10 01:00:00,2011-01-10 03:00:00,long,4697.75,4691.5,-1325.0,212,1026049.5,stop_loss
6043,6050,2011-01-10 06:00:00,2011-01-10 13:00:00,long,4691.75,4706.75,3195.0,213,1024724.5,take_profit
6052,6059,2011-01-10 15:00:00,2011-01-10 23:00:00,long,4709.75,4713.0,689.0,212,1027919.5,eod
6129,6130,2011-01-14 00:00:00,2011-01-14 01:00:00,long,4734.25,4732.75,-316.5,211,1028608.5,eow
6131,6132,2011-01-14 02:00:00,2011-01-14 03:00:00,long,4732.75,4732.5,-52.75,211,1028292.0,eow
6134,6135,2011-01-14 05:00:00,2011-01-14 06:00:00,long,4731.25,4732.75,316.5,211,1028239.25,eow
6137,6138,2011-01-14 08:00:00,2011-01-14 09:00:00,long,4728.75,4729.5,158.25,211,1028555.75,eow
6139,6140,2011-01-14 10:00:00,2011-01-14 11:00:00,long,4736.0,4737.5,316.5,211,1028714.0,eow
6144,6145,2011-01-14 15:00:00,2011-01-14 16:00:00,long,4747.75,4748.5,157.5,210,1029030.5,eod
6152,6160,2011-01-17 00:00:00,2011-01-17 08:00:00,long,4744.5,4734.75,-2047.5,210,1029188.0,stop_loss
6163,6169,2011-01-17 11:00:00,2011-01-17 23:00:00,long,4718.5,4725.5,1477.0,211,1027140.5,eod
6171,6180,2011-01-18 01:00:00,2011-01-18 10:00:00,long,4724.75,4739.25,3059.5,211,1028617.5,take_profit
6181,6186,2011-01-18 11:00:00,2011-01-18 16:00:00,long,4746.25,4762.5,3412.5,210,1031677.0,take_profit
6188,6192,2011-01-18 19:00:00,2011-01-18 23:00:00,long,4761.0,4761.25,52.5,210,1035089.5,eod
6194,6196,2011-01-19 01:00:00,2011-01-19 03:00:00,long,4764.75,4757.75,-1463.0,209,1035142.0,stop_loss
6197,6202,2011-01-19 04:00:00,2011-01-19 09:00:00,long,4757.0,4747.25,-2047.5,210,1033679.0,stop_loss
6203,6205,2011-01-19 10:00:00,2011-01-19 12:00:00,long,4741.75,4734.75,-1470.0,210,1031631.5,stop_loss
6206,6207,2011-01-19 13:00:00,2011-01-19 14:00:00,long,4734.75,4725.0,-2057.25,211,1030161.5,stop_loss
